,index,Utterance,Label,translated
377,385,तुमने ऐसा क्यों किया डॉल क्यों किया,non-humor,Why did you do this doll
378,386,अब वो रामजी भाई हैं ना प्रोड्यूशर उन्हें बेवकूफ बनाने के लिए।,non-humor,Now she is Ramji brother or producer to make them stupid.
379,387,लेकिन तुमने मुझे भी तो बेवकूफ बनाया डॉल।,non-humor,But you also fooled me dolls.
380,388,सॉरी दिल ।।,non-humor,Sorry heart ..
381,389,सॉरी।,non-humor,Sorry.
382,390,दिल सॉरी ।।,non-humor,Heart sorry ..
383,391,सॉरी,humor,Sorry
384,392,सॉरी ना,non-humor,Sorry
385,393,ठीक है डॉल।,non-humor,OK Doll
386,394,ये हेलमेट का आइडिया तुम्हें किसने दिया था डॉल,non-humor,Who did you give this helmet Idea Doll
387,395,टोटो ने।,non-humor,Toto
388,396,कैसा लगा आपको,humor,How do you feel
389,397,एक मिनट डॉल।,non-humor,One minute doll
390,398,हाउ वाज़ दैट कैसा था आइडिया आइडिया,non-humor,How was the Idea Idea
391,399,हेलमेट का आइडिया आपका था,non-humor,Helmet Idea was yours
392,400,या या,humor,Or
393,401,टोटो इस हेलमेट से मैं तुम्हें इतना मारुंगा कि तुम ऑमलेट बन जाओगे,humor,Toto from this helmet I will marry you so that you will become omelet
394,402,प्रेमा जी  प्रेमा जी,humor,Prema ji pra ji
395,403,कॉग्रेचुलेसन्स कॉग्रेचुलेसन्स,humor,Constructive congestion
396,404,किस चीज के लिए कॉग्रेचुलेसन्स,non-humor,For what congressional
397,405,आपने माँ बनने का प्रोगराम कैन्सल कर दिया।,non-humor,You made the progress of becoming a mother.
398,406,उसके लिए बधाई हो। बहुत बधाई हो,humor,Congratulations for that.Congratulations
399,407,ओह,non-humor,Oh
400,408,लेकिन इस बात से आपको इतनी खुशी क्यों हैं,non-humor,But why are you so happy with this
401,409,क्यों नहीं,non-humor,Why not
402,410,अगर आप मां बनने का प्रोगराम कैन्सल करेंगी तभी तो मेरे सारे प्रोगराम्स फिर से शुरु हो गाएंगे।,humor,"If you do the progress of becoming a mother, then all my Programs will start again."
403,412,ये केशू का बच्चा ,non-humor,This hairstyle
404,413,दिल ।।,non-humor,Heart ..
405,414,ये केशू का बच्चा पटाखे फोड़ रहा है,non-humor,This Keshu's child is bursting crackers
406,415,मेरे बाप ना बनने की खुशी में,non-humor,In the joy of becoming my father
407,416,दिल ।।,non-humor,Heart ..
408,417,दिल  दिल आई एम सॉरी। मेरी बात तो सुनो।,non-humor,Heart heart I'm sorrylisten to me at least.
409,418,केशू ये क्या कर रहे हो तुम,non-humor,Keshu What are you doing
410,419,वहां प्रेमा शालिनी जी माँ बनने वाली हैं,non-humor,There are going to be Prema Shalini
411,420,इतनी आवाज क्यों कर रहे हो यहां पे,non-humor,Why are you so much voice
412,421,अरे काई की माँ काय का आवाज,humor,Hey Kai's Mother's Voice
413,422,वो प्रेमा जी ने नाटक किया था नाटक,humor,Those Prema ji played drama
414,423,क्या,non-humor,What
415,424,हाँ हाँ,non-humor,Yes Yes
416,425,केशू केशू बंद करो ये चलो चलो अंदर चलो,non-humor,"Stop Keshu Keshu, let's go inside"
417,426,लास्ट लास्ट लास्ट,non-humor,Last Last Last
418,427,छोड़ो ।।,non-humor,Leave ..
419,428,केशू रखो इसको छोड़ो जाने दो,non-humor,Keep Keshu leave it
420,429,क्या है ये नाटक तुम लोगों का,non-humor,What is this play you guys
421,430,उसे नीचे रखें चलो अंदर चलें,non-humor,Keep him down Let's go inside
422,431,केशू चलो अंदर चलें,humor,Keshu let's go inside
423,432,दिल बात ही कुछ ऐसी थी ।।,non-humor,The heart was something like this.
424,433,इतने दिनों से मैं उसके लिए  स्वेटर बुन रहा था।,humor,For so many days I was sweater for him.
425,434,अब कौन पहनेगा वो स्वेटर,non-humor,Who will now wear sweaters
426,435,हमें तो फिट नहीं आएगा ना,humor,We will not fit
427,436,आई एम सॉरी दिल। मैं दुबारा ऐसी हरकत कभी नहीं करूंगी। आई एम सॉरी,non-humor,I'm sorry heartI will never do such a thing again.I am sorry
428,437,मालुम है,non-humor,Is
429,438,मैं दुनिया के सामने चिल्ला चिल्ला कर कह रहा था।,non-humor,I was saying screaming shouting in front of the world.
