,index,Utterance,Label
488,26,हाँ।,non-humor
489,27,शिव जी से मेरे लिए क्या मांगोगी?,humor
490,28,थोड़ी सी अकल!,humor
491,29,पिंकी!,non-humor
492,30,"कोकी, चल ना।",non-humor
493,31,देर हो रही है।,humor
494,32,चलो अभी।,non-humor
495,33,चल चल चल।,non-humor
496,34,पिंकी जी!,non-humor
497,35,"सबका ख्याल रखना, हां?",non-humor
498,36,हां। ख्याल रखेंगे ना।,non-humor
499,37,"और वैसे भी, मेरी भांजी भी तो है।",non-humor
500,38,कल ही गाँव से आई है।,non-humor
501,39,"हम दोनों मिल के ना कोकी और चिंटू का अच्छे से ख्याल रखेंगे, ठीक है?",non-humor
502,40,चिंटू! बेटा जल्दी आ। तू भी जल्दी चल।,non-humor
503,41,बाय पापा।,non-humor
504,42,बाय बेटा।,non-humor
505,43,"तेरा ख्याल रखना और मम्मी का भी, हा?",non-humor
506,44,जाओ जा।,non-humor
507,45,चल चल चल चल।,non-humor
508,46,चल चल चल।,non-humor
509,47,पड़ोसियों का ख्याल तो बिना बोले रखोगे।,humor
510,48,लगे हाथों अपना भी ख्याल रख लेना।,humor
511,49,तुम भी।,non-humor
512,50,हमममम।,non-humor
513,51,ऐ कुकडी!,humor
514,52,क्या है?,humor
515,53,मेरी चकूलि!,humor
516,54,ऐ हट!,non-humor
517,55,जल्दी आना?,non-humor
518,56,क्यों?,non-humor
519,57,तुम तो जानती हो तुम्हारे बगैर मेरा जी नहीं लगता।,humor
520,58,सच कह रहे हो?,non-humor
521,59,मुच!,humor
522,60,तो ठीक है। मैं नहीं जाती,non-humor
523,61,क्या तुम पागल हो?,humor
524,62,जाते वक्त ऐसी अशुभ बातें नहीं करते।,humor
525,63,अरे थोड़ा तो वक्त है।,non-humor
526,64,यूं निकल जाएगा। जाओ जाओ।,non-humor
527,65,अच्छा। जाती हूँ।,non-humor
528,67,कोकी जी!,non-humor
529,68,"कोकी जी, आप कहाँ जा रही हैं?",non-humor
530,69,देखा। हो गया ना अपसगुन।,humor
531,70,केशू!,non-humor
532,71,मैं तीर्थ यात्रा पर जा रही हूं।,non-humor
533,72,ओ माई गॉड!,humor
534,73,आप वापस कब आओगी?,non-humor
535,74,"शायद, कभी नहीं!",humor
536,75,हो नो!,humor
537,76,"जाते जाते अपना ऐड्रेस देते जाना, प्लीज?",non-humor
538,77,क्यों? आप आएंगे वहां?,non-humor
539,78,यां।,non-humor
540,79,मैं स्वर्ग जा रही हूं।,non-humor
541,80,आएंगे?,non-humor
542,81,यां!,non-humor
543,82,"अकु बाई यां को बोल दो, वो स्वर्ग है किचन  नहीं।",non-humor
544,83,उनको एंट्री नहीं मिलेगी।,humor
545,84,केशू!,non-humor
546,85,सुनो मुझे याद करना। मैं जा रही हूँ।,non-humor
547,86,मैं याद करुंगा ना।,non-humor
548,87,बोलो! मेरा जवाब भी ये दे रहे हैं।,non-humor
549,88,मैं चलती हूँ।,non-humor
550,89,"बाय, केशू।",non-humor
551,90,"बाय, कोकी जी।",humor
552,91,"बाय, केशू।",humor
553,92,"बाय, कोकी जी।",humor
554,93,"बाय, केशू।",humor
555,94,"बाय, कोकी जी।",humor
556,95,"बाय, केशू।",humor
557,96,"बाय,  कोकी जी।",humor
558,97,"बाय, केशू।",humor
559,98,"बाय, कोकी।",humor
560,99,"बाय, के .. बाय! बाय..",humor
561,100,अरे भाई बस कर। बाय बाय।,humor
562,101,तो वापस आने का वक्त हो जाएगा,humor
563,102,इतना बाय बाय करोगी,non-humor
564,103,चलो चलो लिकलो निकलो ।,non-humor
565,104,हां ठीक है।,non-humor
566,105,अरे एक मिनट एक मिनट एक मिनट।,non-humor
567,106,"दिलरुबा जी, पड़ोसी होने का धर्म निभाइए।",non-humor
568,107,बैग उठाइए।,non-humor
569,108,"अरे नहीं, इसकी जरूरत नहीं है। मैं उठा  लूंगी।",non-humor
